URL,Title,Author,Number of Ratings,Number of Reviews,Average Ratings,Number of Pages,Published Year,Series,Genres,Awards,Places
"https://www.goodreads.com/book/show/17803.After_Dark""",After Dark,Stieg Larsson,117516,7992.0,4.0,191.0,2007,0.0,"['Fiction', 'Japan', 'Japanese Literature']",['International Dublin Literary Award Nominee (2009)'],"[['Tokyo', '(Japan)']]"
"https://www.goodreads.com/book/show/1326258.Chosen""","Chosen (House of Night, #3)",Yann Martel,227734,4437.0,4.0,307.0,2008,1.0,"['Young Adult', 'Vampires', 'Fantasy']",[],"[['Tulsa, Oklahoma', '(United States)'], ['Oklahoma', '(United States)'], [''], ['Other Editions (91)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/2199.Team_of_Rivals""",Team of Rivals: The Political Genius of Abraham Lincoln,Dan Brown,164673,7323.0,4.0,916.0,2006,0.0,"['History', 'Nonfiction', 'Biography']","['Benjamin Barondess Award (2006)', 'Lincoln Prize (2006)', 'National Book Critics Circle Award Nominee for Biography (2005)', 'New-York Historical Society American History Book Prize']","[['Springfield, Illinois,\n1860', '(United States)'], ['Chicago, Illinois,\n1860', '(United States)'], ['Illinois,\n1860', '(United States)']]"
"https://www.goodreads.com/book/show/227593.Three_Junes""",Three Junes,Alice Sebold,43309,2613.0,4.0,368.0,2003,0.0,"['Fiction', 'Book Club', 'Contemporary']",['National Book Award for Fiction (2002)'],"[['Greece,\n1989', '    \nDumfriesshire, Scotland,\n1995', '    \nLong Island, New York,\n1999', '(United States)'], ['…more\nAthens', '(Greece)'], ['…less']]"
"https://www.goodreads.com/book/show/140077.Dead_to_the_World""","Dead to the World (Sookie Stackhouse, #4)",Cormac McCarthy,252705,5794.0,4.0,291.0,2005,1.0,"['Fantasy', 'Vampires', 'Paranormal']",[],"[['Bon Temps, Louisiana', '(United States)'], [''], ['Other Editions (95)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/1278752.The_House_at_Riverton""",The House at Riverton,Mark Haddon,106677,8306.0,4.0,599.0,2007,0.0,"['Historical Fiction', 'Fiction', 'Mystery']",['Australian Book Industry Award (ABIA) for General Fiction and Nominee for Newcomer (2007)'],"[['Riverton Manor,\n1924', '(United Kingdom)']]"
"https://www.goodreads.com/book/show/24765.Specials""","Specials (Uglies, #3)",Sue Monk Kidd,174423,8007.0,4.0,384.0,2006,1.0,"['Young Adult', 'Dystopia', 'Science Fiction']",[],
"https://www.goodreads.com/book/show/6080337-the-year-of-the-flood""","The Year of the Flood (MaddAddam, #2)",Jeffrey Eugenides,112769,7762.0,4.0,431.0,2009,1.0,"['Fiction', 'Science Fiction', 'Dystopia']","['Scotiabank Giller Prize Nominee (2009)', 'Tähtivaeltaja Award Nominee (2011)', 'CBC Canada Reads Nominee (2014)', 'Goodreads Choice Award Nominee for Fiction & Science Fiction (2009)', 'International Dublin Literary Award Nominee (2011)']",
"https://www.goodreads.com/book/show/14995.Odd_Thomas""","Odd Thomas (Odd Thomas, #1)",J.K. Rowling,258204,7574.0,4.0,446.0,2006,1.0,"['Horror', 'Fiction', 'Mystery']",['Lincoln Award Nominee (2006)'],"[['Pico Mundo, California', '(United States)']]"
"https://www.goodreads.com/book/show/68494.Perdido_Street_Station""","Perdido Street Station (New Crobuzon, #1)",Jodi Picoult,65014,4958.0,4.0,623.0,2003,1.0,"['Fantasy', 'Fiction', 'Science Fiction']","['Hugo Award Nominee for Best Novel (2002)', 'Nebula Award Nominee for Best Novel (2002)', 'Locus Award Nominee for Best Fantasy Novel (2001)', 'Arthur C. Clarke Award (2001)', 'World Fantasy Award Nominee for Best Novel (2001)', 'Kurd-Laßwitz-Preis for Bestes ausländisches Werk (Best Foreign Work) (2003)', 'British Science Fiction Association Award Nominee for Best Novel (2000)', 'James Tiptree Jr. Award Nominee (2000)', 'Premio Ignotus for Mejor novela extranjera (Best Foreign Novel) (2002)', 'British Fantasy Award for Best Novel (2001)', 'SF ga Yomitai for Best Translated SF of the Year in Japan (2009)', 'Seiun Award 星雲賞 Nominee for Best Translated Long Form (2010)']",[['Bas-Lag']]
"https://www.goodreads.com/book/show/64222.Going_Postal""","Going Postal (Discworld, #33; Moist von Lipwig, #1)",Rick Riordan,109253,3319.0,4.0,394.0,2005,1.0,"['Fantasy', 'Fiction', 'Humor']","['Nebula Award Nominee for Best Novel (2005)', 'Locus Award Nominee for Best Fantasy Novel (2005)', 'Geffen Award for Best Translated Fantasy Book (2014)', 'Bollinger Everyman Wodehouse Prize Nominee for Comic Fiction (2005)', 'Tähtifantasia Award Nominee (2013)', 'Margaret A. Edwards Award (2011)']","[['Ankh-Morpork', 'Discworld']]"
"https://www.goodreads.com/book/show/47989.Night_Watch""","Night Watch (Discworld, #29; City Watch, #6)",Jeannette Walls,99227,2447.0,4.0,480.0,2011,1.0,"['Fantasy', 'Fiction', 'Humor']","['Locus Award Nominee for Best Fantasy Novel (2003)', 'Prometheus Award for Best Novel (2003)', 'Tähtifantasia Award Nominee (2011)']","[['Ankh-Morpork', 'Discworld']]"
"https://www.goodreads.com/book/show/14748.Good_in_Bed""","Good in Bed (Cannie Shapiro, #1)",Stephenie Meyer,285534,5985.0,4.0,376.0,2002,1.0,"['Chick Lit', 'Fiction', 'Romance']",[],"[['Philadelphia, Pennsylvania', '(United States)'], [''], ['Other Editions (77)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/22232.Stargirl""","Stargirl (Stargirl, #1)",Ian McEwan,306136,14902.0,4.0,186.0,2002,1.0,"['Young Adult', 'Fiction', 'Contemporary']","[""Book Sense Book of the Year Award Nominee for Children's Literature (2001)"", 'South Carolina Book Award Nominee for Young Adult Book Award (2003)', 'Grand Canyon Reader Award for Teen Book (2003)', 'Charlotte Award (2004)', ""Dorothy Canfield Fisher Children's Book Award Nominee (2002)"", 'Michigan Library Association Thumbs Up! Award Nominee (2001)', 'Iowa Teen Award (2003)', 'Lincoln Award Nominee (2006)']","[['United States of America', 'Arizona', '(United States)']]"
"https://www.goodreads.com/book/show/81227.Infidel""",Infidel,Stephenie Meyer,84965,6544.0,4.0,353.0,2007,0.0,"['Nonfiction', 'Memoir', 'Biography']","['Anisfield-Wolf Book Award (2008)', 'Hurston/Wright Legacy Award Nominee for Nonfiction (2008)']",
"https://www.goodreads.com/book/show/11918.Bitten""","Bitten (Otherworld, #1)",Carlos Ruiz Zafón,96159,4592.0,4.0,436.0,2004,1.0,"['Urban Fantasy', 'Fantasy', 'Paranormal']",[],"[['Ontario', '(Canada)'], ['New York State', '(United States)'], [''], ['Other Editions (70)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/7938275-the-hunger-games-trilogy-boxset""","The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",Dan Brown,193530,6920.0,4.0,1155.0,2010,1.0,"['Young Adult', 'Fiction', 'Fantasy']",['Audie Award for Excellence in Design (2016)'],
"https://www.goodreads.com/book/show/153008.Kushiel_s_Dart""","Kushiel's Dart (Phèdre's Trilogy, #1)",Neil Gaiman,77266,4187.0,4.0,901.0,2003,1.0,"['Fantasy', 'Romance', 'Fiction']","['Locus Award for Best First Novel (2002)', 'Gaylactic Spectrum Award Nominee for Best Novel (2002)', ""Romantic Times Reviewers' Choice Award (RT Award) for Best Fantasy Novel (2001)""]","[[""Terre D'Ange""]]"
"https://www.goodreads.com/book/show/63033.The_Savage_Detectives""",The Savage Detectives,Stephenie Meyer,34259,3545.0,4.0,577.0,2007,0.0,"['Fiction', 'Novels', 'Latin American']","['Premio Herralde de Novela (1998)', 'Premio Internacional de Novela Rómulo Gallegos (1999)', 'BTBA Best Translated Book Award Nominee for Fiction shortlist (2008)', 'Metų verstinė knyga Nominee (2013)']","[['Mexico City (México City)', '(Mexico)']]"
"https://www.goodreads.com/book/show/2866718-untamed""","Untamed (House of Night, #4)",Stephenie Meyer,221758,3670.0,4.0,338.0,2008,1.0,"['Young Adult', 'Vampires', 'Fantasy']",[],"[['United States of America', 'Tulsa, Oklahoma', '(United States)'], [''], ['Other Editions (78)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/14316.Black_Swan_Green""",Black Swan Green,Cassandra Clare,38999,3384.0,4.0,296.0,2007,0.0,"['Fiction', 'Coming Of Age', 'Contemporary']","['Booker Prize Nominee for Longlist (2006)', 'Costa Book Award Nominee for Novel (2006)', 'Los Angeles Times Book Prize Nominee for Fiction (2006)', 'ALA Alex Award (2007)']","[['Worcestershire, England,\n1982', '(United Kingdom)']]"
"https://www.goodreads.com/book/show/19057.I_Am_the_Messenger""",I Am the Messenger,Stieg Larsson,145703,14403.0,4.0,357.0,2006,0.0,"['Young Adult', 'Fiction', 'Mystery']","[""New South Wales Premier's Literary Award for Ethel Turner Prize for Young People's Literature (2003)"", ""Children's Book Council of Australia Award for Book of the Year: Older Readers (2003)"", 'Michael L. Printz Award Nominee (2006)', 'Deutscher Jugendliteraturpreis for Preis der Jugendjury (2007)', 'Lincoln Award Nominee (2009)', 'Goldener Lufti (2006)', 'Literaturpreis der Jury der jungen Leser for Jugendbuch (2007)', 'Margaret A. Edwards Award (2014)']",[['Australia']]
"https://www.goodreads.com/book/show/270730.Crank""","Crank (Crank, #1)",Mitch Albom,129695,8334.0,4.0,537.0,2004,1.0,"['Young Adult', 'Poetry', 'Fiction']","['Soaring Eagle Book Award (2008)', 'Deutscher Jugendliteraturpreis Nominee for Jugendbuch (2011)', 'Lincoln Award (2009)', 'Goldener Lufti (2012)', 'Green Mountain Book Award (2009)', 'Missouri Gateway Readers Award (2007)']","[['United States of America', 'Albuquerque, New Mexico', '(United States)'], ['Reno, Nevada', '(United States)']]"
"https://www.goodreads.com/book/show/452306.The_Sisterhood_of_the_Traveling_Pants""","The Sisterhood of the Traveling Pants (Sisterhood, #1)",Jonathan Safran Foer,641944,7508.0,4.0,294.0,2001,1.0,"['Young Adult', 'Fiction', 'Chick Lit']","[""Book Sense Book of the Year Award for Children's Literature (2002)"", 'South Carolina Book Award Nominee for Young Adult Book Award (2004)', 'Maryland Black-Eyed Susan Book Award for High School (2003)', 'Rhode Island Teen Book Award (2002)', 'Evergreen Teen Book Award (2004)', ""Pacific Northwest Library Association Young Reader's Choice Award for Senior (2004)"", 'Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2003)', 'Iowa Teen Award (2004)', 'Eliot Rosewater Indiana High School Book Award (2004)', 'Lincoln Award Nominee (2007)', 'Missouri Gateway Readers Award (2004)', 'Oklahoma Sequoyah Award for YA (2004)']","[['Santorini', '(Greece)'], ['South Carolina', '(United States)'], ['Bethesda, Maryland', '(United States)'], ['…more\nLoreto, Baja California Sur', '(Mexico)'], ['…less']]"
"https://www.goodreads.com/book/show/1158967.Garden_Spells""","Garden Spells (Waverley Family, #1)",John Green,91825,10165.0,4.0,304.0,2007,1.0,"['Fiction', 'Magical Realism', 'Fantasy']",[],"[['Bascom, North Carolina', '(United States)'], ['North Carolina', '(United States)'], [''], ['Other Editions (85)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/65119.The_Miserable_Mill""","The Miserable Mill (A Series of Unfortunate Events, #4)",Kazuo Ishiguro,146742,4225.0,4.0,194.0,2000,1.0,"['Fiction', 'Young Adult', 'Childrens']",[],"[['Lucky Smells Lumbermill', 'Paltryville'], [''], ['Other Editions (108)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/706.America_The_Book_""",America (The Book): A Citizen's Guide to Democracy Inaction,Mary Ann Shaffer,93153,1423.0,4.0,228.0,2004,0.0,"['Humor', 'Nonfiction', 'Politics']","['J. Gordon Coogler Award for the worst book of the year (2004)', 'Puddly Award for Nonfiction (2005)', 'Thurber Prize for American Humor (2005)']",[['United States of America']]
"https://www.goodreads.com/book/show/3367956-hotel-on-the-corner-of-bitter-and-sweet""",Hotel on the Corner of Bitter and Sweet,Elizabeth Gilbert,271402,20902.0,4.0,290.0,2009,0.0,"['Historical Fiction', 'Fiction', 'Historical']","['Montana Book Award (2009)', 'Goodreads Choice Award Nominee for Fiction (2009)', ""David J. Langum Sr. Prize Nominee for American Historical Fiction  (Director's Mention) (2009)"", 'Asian/Pacific American Award for Literature for Adult Fiction (2009)']","[['Seattle, Washington', '(United States)'], ['Puyallup, Washington', '(United States)'], ['Minidoka, Idaho', '(United States)'], ['…more\nWashington (state)', '(United States)'], ['…less']]"
"https://www.goodreads.com/book/show/37186.The_Miraculous_Journey_of_Edward_Tulane""",The Miraculous Journey of Edward Tulane,Patrick Rothfuss,87680,10236.0,4.0,200.0,2006,0.0,"['Fantasy', 'Fiction', 'Childrens']","['Zilveren Griffel (2007)', 'Grand Canyon Reader Award for Intermediate Book (2008)', 'Sunshine State Young Readers Award for Grades 3-5 (2007)', ""Pacific Northwest Library Association Young Reader's Choice Award for Junior (2009)"", ""Charlie May Simon Children's Book Award (2009)"", 'Boston Globe-Horn Book Award for Fiction and Poetry (2006)', 'The Magnolia Award (2010)', ""Rebecca Caudill Young Readers' Book Award Nominee (2008)"", 'Hea Lasteraamat (2019)']",
"https://www.goodreads.com/book/show/17780.In_the_Heart_of_the_Sea""",In the Heart of the Sea: The Tragedy of the Whaleship Essex,Diane Setterfield,92470,6000.0,4.0,302.0,2001,0.0,"['Nonfiction', 'History', 'Adventure']","['National Book Award for Nonfiction (2000)', 'Ambassador Book Award for American Studies (2001)', 'Massachusetts Book Award Nominee for Nonfiction (2001)', 'ALA Alex Award (2001)']","[['Nantucket, Massachusetts', '(United States)'], ['South Pacific']]"
"https://www.goodreads.com/book/show/475.Collapse""",Collapse: How Societies Choose to Fail or Succeed,Ann Patchett,65501,3361.0,4.0,608.0,2005,1.0,"['History', 'Nonfiction', 'Science']","['Royal Society Science Book Prize Nominee (2006)', 'California Book Award for Nonfiction (Silver) (2005)', ""Prix du livre sur l'environnement (2007)""]",
"https://www.goodreads.com/book/show/4134071-hunted""","Hunted (House of Night, #5)",Michael Chabon,170338,3528.0,4.0,323.0,2009,1.0,"['Young Adult', 'Vampires', 'Fantasy']",['Goodreads Choice Award Nominee for Favorite Book & Young Adult Series (2009)'],"[['Tulsa, Oklahoma', '(United States)']]"
"https://www.goodreads.com/book/show/37426.Little_Children""",Little Children,Erik Larson,30017,2321.0,4.0,355.0,2005,0.0,"['Fiction', 'Contemporary', 'Adult Fiction']",[],"[['Boston, Massachusetts', '(United States)'], [''], ['Other Editions (48)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/5941033-let-the-great-world-spin""",Let the Great World Spin,Philippa Gregory,99830,9182.0,4.0,351.0,2009,0.0,"['Fiction', 'Historical Fiction', 'New York']","['National Book Award for Fiction (2009)', 'Ambassador Book Award for Fiction (2010)', 'NAIBA Book of the Year for Fiction (2010)', 'Goodreads Choice Award Nominee for Fiction (2009)', 'International Dublin Literary Award (2011)', 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']","[['New York City, New York', '(United States)'], ['Bronx, New York City, New York', '(United States)']]"
"https://www.goodreads.com/book/show/131123.The_Austere_Academy""","The Austere Academy (A Series of Unfortunate Events, #5)",Christopher Paolini,139006,3968.0,4.0,221.0,2000,1.0,"['Fiction', 'Young Adult', 'Childrens']",[],"[['Prufrock Preparatory School'], [''], ['Other Editions (92)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/251762.Bee_Season""",Bee Season,David Sedaris,24414,1652.0,4.0,275.0,2001,0.0,"['Fiction', 'Jewish', 'Adult Fiction']","['New York Public Library Young Lions Fiction Award Nominee (2001)', 'Guardian First Book Award Nominee for Longlist (2001)', 'Edward Lewis Wallant Award (2001)', 'PEN/Hemingway Foundation Award Nominee (2001)', 'Borders Original Voices Award for Fiction (2000)']","[['New York City, New York', '(United States)']]"
"https://www.goodreads.com/book/show/5171.Drowning_Ruth""",Drowning Ruth,George R.R. Martin,80225,2552.0,4.0,368.0,2001,0.0,"['Fiction', 'Mystery', 'Historical Fiction']",[],"[['Wisconsin', '(United States)'], [''], ['Other Editions (45)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/6280118-one-day""",One Day,Lisa See,295732,17695.0,4.0,435.0,2009,0.0,"['Fiction', 'Romance', 'Contemporary']","['Bollinger Everyman Wodehouse Prize Nominee for Comic Fiction (2010)', 'Exclusive Books Boeke Prize (2010)', 'Galaxy National Book Award for Book of the Year (2011)', 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']",[['United Kingdom']]
"https://www.goodreads.com/book/show/5091.The_Dark_Tower""","The Dark Tower (The Dark Tower, #7)",Elizabeth Kostova,154967,5998.0,4.0,1050.0,2006,1.0,"['Fantasy', 'Fiction', 'Horror']",['British Fantasy Award for Best Novel (2005)'],
"https://www.goodreads.com/book/show/1044355.When_You_Are_Engulfed_in_Flames""",When You Are Engulfed in Flames,Stieg Larsson,192342,9820.0,4.0,323.0,2008,0.0,"['Humor', 'Nonfiction', 'Memoir']","['Audie Award for Narration by the Author or Authors (2009)', 'Grammy Award Nominee for Best Spoken Word Album (2009)']",
"https://www.goodreads.com/book/show/172327.The_Ersatz_Elevator""","The Ersatz Elevator (A Series of Unfortunate Events, #6)",David Mitchell,126028,3486.0,4.0,259.0,2001,1.0,"['Fiction', 'Young Adult', 'Childrens']",[],"[['667 Dark Avenue', 'Café Salmonella', 'Veblen Hall'], [''], ['Other Editions (78)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/3110.Assassination_Vacation""",Assassination Vacation,Scott Westerfeld,45590,3854.0,4.0,258.0,2006,0.0,"['Nonfiction', 'History', 'Humor']",[],
"https://www.goodreads.com/book/show/976.Deception_Point""",Deception Point,Richelle Mead,610220,9706.0,4.0,556.0,2002,0.0,"['Fiction', 'Thriller', 'Mystery']",[],"[['Arctic Circle', 'Washington, D.C.', '(United States)'], ['Milne Ice Shelf', '(Canada)'], [''], ['Other Editions (95)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/13376.The_House_of_the_Scorpion""","The House of the Scorpion (Matteo Alacran, #1)",Neil Gaiman,85513,6486.0,4.0,380.0,2004,1.0,"['Young Adult', 'Science Fiction', 'Dystopia']","['Newbery Medal Nominee (2003)', ""National Book Award for Young People's Literature (2002)"", ""Mythopoeic Fantasy Award Nominee for Children's Literature (2003)"", 'Buxtehuder Bulle (2003)', 'Michael L. Printz Award Nominee (2003)', 'South Carolina Book Award for Junior Book Award (2006)', 'Grand Canyon Reader Award for Teen Book (2005)', 'Rhode Island Teen Book Award (2004)', ""Dorothy Canfield Fisher Children's Book Award Nominee (2004)"", ""Pacific Northwest Library Association Young Reader's Choice Award for Senior (2005)"", 'Michigan Library Association Thumbs Up! Award Nominee (2003)', 'Lincoln Award Nominee (2008)', 'Missouri Gateway Readers Award Nominee (2005)', 'Oklahoma Sequoyah Award for YA (2005)']",
"https://www.goodreads.com/book/show/2832909-an-echo-in-the-bone""","An Echo in the Bone (Outlander, #7)",Neil Gaiman,125053,6387.0,4.0,820.0,2010,1.0,"['Historical Fiction', 'Romance', 'Fiction']","['DABWAHA Romance Tournament for Best Novel with Romantic Elements/Crossover (2010)', 'Goodreads Choice Award for Romance (2009)']","[[""Fraser's Ridge, North Carolina,\n1777"", '(United States)'], ['Saratoga, New York,\n1777', '(United States)'], ['Philadelphia, Pennsylvania,\n1777', '(United States)'], ['…more\nWilmington, North Carolina,\n1776', '(United States)'], ['Lallybroch, Scotland,\n1980', '(United Kingdom)'], ['Lallybroch, Scotland,\n1777', '(United Kingdom)'], ['…less']]"
"https://www.goodreads.com/book/show/104734.The_Vagina_Monologues""",The Vagina Monologues,Susanna Clarke,30310,2195.0,4.0,185.0,2001,0.0,"['Feminism', 'Nonfiction', 'Plays']",[],
"https://www.goodreads.com/book/show/24.In_a_Sunburned_Country""",In a Sunburned Country,Steven D. Levitt,94664,5766.0,4.0,335.0,2001,0.0,"['Travel', 'Nonfiction', 'Humor']","['Puddly Award for Travel Writing (2001)', 'Thurber Prize Nominee for American Humor (2001)']","[['Australia', 'Sydney, New South Wales', '(Australia)'], ['Alice Springs, Northwest Territory', '(Australia)']]"
"https://www.goodreads.com/book/show/4374400-if-i-stay""","If I Stay (If I Stay, #1)",Jodi Picoult,738693,38847.0,4.0,201.0,2009,1.0,"['Young Adult', 'Romance', 'Contemporary']","['Georgia Peach Book Award Nominee for Honor book (2010)', 'South Carolina Book Award Nominee for Young Adult Book Award (2011)', 'Blue Hen Book Award for Teen Readers (2011)', ""Pennsylvania Young Readers' Choice Award Nominee (2011)"", 'Milwaukee County Teen Book Award Nominee (2010)', 'Florida Teens Read Nominee (2010)', 'The Inky Awards Nominee for Silver Inky (2009)', 'California Young Readers Medal Nominee for Young Adult (2012)', 'Lincoln Award Nominee (2012)', ""NAIBA Book of the Year for Children's Literature (2009)"", 'Goodreads Choice Award Nominee for Young Adult Fiction (2009)', 'Carnegie Medal Nominee (2010)', 'Missouri Gateway Readers Award Nominee (2012)']","[['United States of America', 'Oregon', '(United States)']]"
"https://www.goodreads.com/book/show/5632446-columbine""",Columbine,Haruki Murakami,75164,8460.0,4.0,417.0,2009,0.0,"['Nonfiction', 'True Crime', 'History']","['Audie Award Nominee for Best Nonfiction (2009)', 'Los Angeles Times Book Prize Nominee for Current Interest (2009)', 'Edgar Award for Best Fact Crime (2010)', 'Lincoln Award Nominee (2012)', 'Goodreads Choice Award for Nonfiction (2009)']",
"https://www.goodreads.com/book/show/1609451.Change_of_Heart""",Change of Heart,Jonathan Safran Foer,,,4.0,,,,,[],
"https://www.goodreads.com/book/show/44652.Fablehaven""","Fablehaven (Fablehaven, #1)",Randy Pausch,141744,10163.0,4.0,351.0,2006,1.0,"['Fantasy', 'Young Adult', 'Middle Grade']","['Utah Best of State for Literary Arts - Fiction (2010)', ""Rebecca Caudill Young Readers' Book Award Nominee (2011)""]","[['Connecticut', '(United States)']]"
"https://www.goodreads.com/book/show/10913.Keeping_Faith""",Keeping Faith,Greg Mortenson,78952,3831.0,4.0,422.0,2006,0.0,"['Fiction', 'Contemporary', 'Chick Lit']",[],"[['United States of America', 'Kansas', '(United States)'], [''], ['Other Editions (57)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/6202342-her-fearful-symmetry""",Her Fearful Symmetry,Kim Edwards,92033,12398.0,3.0,406.0,2009,0.0,"['Fiction', 'Fantasy', 'Paranormal']","['Goodreads Choice Award Nominee for Favorite Book & Fiction (2009)', 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']","[['London, England', '(United Kingdom)']]"
"https://www.goodreads.com/book/show/1301.Moneyball""",Moneyball: The Art of Winning an Unfair Game,Junot Díaz,108026,5106.0,4.0,317.0,2004,0.0,"['Nonfiction', 'Sports', 'Baseball']","['Casey Award (2003)', 'Listen-Up Award (2011)']",
"https://www.goodreads.com/book/show/85990.Princess_Academy""","Princess Academy (Princess Academy, #1)",Jhumpa Lahiri,111756,8663.0,,314.0,2007,1.0,"['Fantasy', 'Young Adult', 'Middle Grade']","['Newbery Medal Nominee (2006)', 'Utah Book Award for Children/Young Adults (2005)', ""Dorothy Canfield Fisher Children's Book Award Nominee (2007)"", ""Rebecca Caudill Young Readers' Book Award Nominee (2008)""]",[['Mount Eskel']]
"https://www.goodreads.com/book/show/6218281-the-sweetness-at-the-bottom-of-the-pie""","The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",Marjane Satrapi,151933,16536.0,4.0,374.0,2009,1.0,"['Mystery', 'Fiction', 'Historical Fiction']","['Barry Award for Best First Novel (2010)', 'Macavity Award for Best First Mystery Novel (2010)', 'Anthony Award Nominee for Best First Novel (2010)', 'Dilys Award (2010)', 'Arthur Ellis Award for Best First Novel (2010)', 'Agatha Award for Best First Novel (2009)', 'CWA Debut Dagger (2007)', 'Goodreads Choice Award Nominee for Fiction & Mystery/Thriller (2009)']","[[""Bishop's Lacey, England"", '(United Kingdom)'], ['England', '(United Kingdom)']]"
"https://www.goodreads.com/book/show/51737.The_Truth_About_Forever""",The Truth About Forever,Garth Stein,213312,8351.0,4.0,374.0,2004,0.0,"['Young Adult', 'Romance', 'Contemporary']","[""Romantic Times Reviewers' Choice Award (RT Award) for Urban Fantasy (2004)"", 'South Carolina Book Award for Young Adult Book Award (2007)', 'Lincoln Award Nominee (2006)', 'Missouri Gateway Readers Award Nominee (2007)', 'Margaret A. Edwards Award (2017)']",
"https://www.goodreads.com/book/show/14241.The_Liars_Club""",The Liars' Club,Margaret Atwood,61104,3109.0,4.0,320.0,2005,0.0,"['Memoir', 'Nonfiction', 'Biography']","['PEN/Martha Albrand Award for First Nonfiction Writers (1996)', 'National Book Critics Circle Award Nominee for Biography/Autobiography (1995)']",
"https://www.goodreads.com/book/show/2807199-american-wife""",American Wife,Jonathan Franzen,52803,6379.0,4.0,555.0,2008,0.0,"['Fiction', 'Historical Fiction', 'Chick Lit']",['Orange Prize Nominee for Fiction Longlist (2009)'],
"https://www.goodreads.com/book/show/25179.Blankets""",Blankets,Augusten Burroughs,100738,6742.0,4.0,592.0,2003,0.0,"['Graphic Novels', 'Comics', 'Fiction']","['Harvey Awards for Best Graphic Album of Original Work, Best Artist (for Craig Thompson), & Best Cartoonist (for Craig Thompson) (2004)', 'Salón Internacional del Cómic de Barcelona for Premio del público a la mejor obra extranjera (2005)', 'Will Eisner Comic Industry Awards for Best Graphic Album–New (2004)']","[['Wisconsin', '(United States)'], ['Milwaukee, Wisconsin', '(United States)']]"
"https://www.goodreads.com/book/show/33724.Can_You_Keep_a_Secret_""",Can You Keep a Secret?,Cormac McCarthy,391959,12602.0,4.0,374.0,2005,0.0,"['Chick Lit', 'Romance', 'Fiction']",[],"[['London, England', '(United Kingdom)'], [''], ['Other Editions (60)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/3975774-evermore""","Evermore (The Immortals, #1)",Philip Pullman,273133,9851.0,4.0,301.0,2009,1.0,"['Young Adult', 'Fantasy', 'Paranormal']","['Lincoln Award Nominee (2011)', 'Goodreads Choice Award Nominee for Favorite Book & Young Adult Series (2009)']","[['Laguna Beach, California', '(United States)']]"
